acttime	st	d	t	t0	hcomm	hfloor	scomm	sfloor	prespart	demhsmaj	demsnmaj	orderent	stafcder	prevgenx	lethal	deathrt1	hosp01	hospdisc	hhosleng	acutediz	orphdum	mandiz01	femdiz01	peddiz01	natreg	natregsq	wpnoavg3	vandavg3	condavg3	discode
6.410959	1	1	6.4109588	0	0.2135	0.154	-0.0105	0.114	1	0	0	1	1673	37.47	0	0	0	0	0	1	0	0	0	0	0	1	0.25	0	0	5050
5.852055	1	1	5.8520546	0	0.2135	0.154	-0.0105	0.114	1	0	0	4	1708	128.48	1	0.0027	0	0	0	0	0	0	0	0	188	35721	131	8.25	4	1100
27.87945	1	1	27.879452	0	-0.179	-0.057	-0.3615	-0.087	0	1	1	1	1121	0	0	0	0	0	0	1	1	0	0	0	0	1	2.75	0	0	7400
14.9589	1	1	14.958904	0	0.1875	0.159	0.049	-0.005	1	0	0	48	1608	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	42.75	1.5	0.6666667	5500
31.10137	1	1	31.10137	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	3	1055	1.9	0	0	1	130605	2.04	0	1	0	0	0	1	4	16.25	0.5	0	8300
12	1	1	12	0	0.1875	0.159	0.049	-0.005	1	0	0	6	1608	1.09	1	0.194	1	120834	1.95	0	0	0	1	0	49	2500	201.25	43.75	9.666667	3100
36.49315	1	1	36.493149	0	0.2135	0.154	-0.0105	0.114	1	0	0	3	1673	14.76	1	0.0884	1	116868	9.53	0	0	0	0	0	108	11881	178.5	14.75	6.333333	10100
23.83562	1	1	23.835617	0	-0.146	-0.082	-0.357	-0.092	1	1	1	3	1550	2	1	0.0023	1	143309	2.9	1	0	0	0	0	3	16	3.25	0	0	5610
28.83288	1	1	28.832876	0	0.1875	0.159	0.049	-0.005	1	0	0	5	1608	1.09	1	0.194	1	120834	1.95	0	0	0	1	0	49	2500	183	37.75	11	3100
24.62466	1	1	24.624657	0	-0.228	-0.075	-0.407	-0.125	1	1	1	17	1119	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	5	0	2	6400
20.94246	1	1	20.942465	0	-0.228	-0.075	-0.407	-0.125	1	1	1	7	1119	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	38.25	0	2	5500
44.35069	1	1	44.350685	0	-0.222	-0.058	-0.0805	-0.009	0	1	0	3	1043	46.33	1	0.0203	1	599591	3.08	0	0	0	0	1	47	2304	46.25	1.5	3	2300
20.44931	1	1	20.449314	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	5	1062	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	12.75	0.5	1.666667	6400
55.29863	1	1	55.29863	0	-0.179	-0.057	-0.3615	-0.087	0	1	1	32	1053	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	49.25	0.5	5	5500
43.79178	1	1	43.791782	0	-0.179	-0.057	-0.3615	-0.087	0	1	1	25	1053	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	49.25	0.5	5	5500
89.29315	1	1	89.293152	0	-0.179	-0.057	-0.3615	-0.087	0	1	1	6	1121	100.85	0	0	0	0	0	1	0	0	0	0	29	900	0.25	0	5	2200
10.94795	1	1	10.947946	0	-0.2265	-0.055	-0.3615	-0.092	0	1	1	1	1163	11.34	0	0	0	0	0	1	0	0	1	0	0	1	0.5	0	0	7500
18.70685	1	1	18.70685	0	-0.265	-0.055	-0.3225	-0.092	0	1	1	11	1237	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	15.5	0	0.6666667	6400
33.00822	1	0	33.008221	0	-0.147	-0.082	-0.357	-0.092	1	1	1	6	1414	128.48	0	0	1	356405	4.5	0	0	0	0	0	3	16	3.25	0.75	6.333333	1200
32.54795	1	0	32.547947	0	-0.147	-0.082	-0.357	-0.092	1	1	1	9	1414	15	1	0.0077	0	0	0	0	0	0	0	0	9	100	0	0	2	1300
11.60548	1	1	11.605479	0	0.1875	0.159	0.049	-0.005	1	0	0	23	1608	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	32.75	0.75	2.333333	6400
11.60548	1	1	11.605479	0	0.1875	0.159	0.049	-0.005	1	0	0	22	1608	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	32.75	0.75	2.333333	6400
5.884932	1	1	5.8849316	0	0.2135	0.154	-0.0105	0.114	1	0	0	1	1673	114.17	0	0	1	11344	2.7	0	0	1	0	0	0	1	0.75	0	0	8050
18.7726	1	1	18.772602	0	0.2135	0.154	-0.0105	0.114	1	0	0	15	1708	32.63	1	0.1652	1	457587	3.25	0	0	0	0	0	2	9	13.5	0	0	5200
26.9589	1	0	26.958904	0	0.2135	0.154	-0.0105	0.114	1	0	0	7	1708	1.3	1	0.15	1	134882	3.04	0	0	1	0	0	9	100	148.25	13.5	0.3333333	3800
23.73699	1	1	23.736986	0	-0.256	-0.077	-0.357	-0.108	0	1	1	2	1423	2	1	0.0023	1	143309	2.9	1	0	0	0	0	3	16	4.25	0	0	5610
39.48493	1	1	39.484932	0	-0.256	-0.077	-0.357	-0.108	0	1	1	2	1423	1.09	1	0.194	1	120834	1.95	0	0	0	1	0	49	2500	123	18.75	10.33333	3100
14.00548	1	1	14.00548	0	-0.146	-0.082	-0.357	-0.092	1	1	1	14	1550	32.63	1	0.1652	1	457587	3.25	0	0	0	0	0	2	9	7.5	0	0	5200
5.556164	1	1	5.5561643	0	0.1875	0.159	0.049	-0.005	1	0	0	2	1608	0.48	1	0.0443	1	85695	10.4	0	0	0	0	0	2	9	31.5	6	0.6666667	3300
11.67123	1	1	11.671233	0	0.1875	0.159	0.049	-0.005	1	0	0	4	1608	9.19	1	0	0	0	0	0	0	0	0	0	13	196	12.25	0.25	0	4400
8.646575	1	1	8.646575	0	0.1875	0.159	0.049	-0.005	1	0	0	19	1608	0.22	1	0.0579	1	123767	9.06	1	0	0	0	0	24	625	324	1.25	11	6100
12	1	1	12	0	0.2135	0.154	-0.0105	0.114	1	0	0	1	1673	11.42	0	0	0	0	0	0	0	0	0	0	0	1	19	0.75	0	8600
9.008219	1	1	9.0082188	0	0.2135	0.154	-0.0105	0.114	1	0	0	8	1708	1.09	1	0.194	1	120834	1.95	0	1	0	1	0	49	2500	267.75	47	6.666667	3100
10.09315	1	1	10.093151	0	0.2135	0.154	-0.0105	0.114	1	0	0	9	1708	1.09	1	0.194	1	120834	1.95	0	1	0	1	0	49	2500	267.75	47	6.666667	3100
6.115068	1	1	6.1150684	0	0.2135	0.154	-0.0105	0.114	1	0	0	26	1796	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	27	0.5	0	6400
7.890411	1	0	7.8904109	0	0.2135	0.154	-0.0105	0.114	1	0	0	4	1796	9.19	1	0	0	0	0	0	0	0	0	0	13	196	24.75	0.25	0	4400
20.48219	1	1	20.482191	0	-0.146	-0.082	-0.357	-0.092	1	1	1	2	1550	0.04	1	0.0039	1	69136	9.7	0	0	0	0	0	1	4	2	0	0	3400
8.975343	1	0	8.9753428	0	-0.147	-0.082	-0.357	-0.092	1	1	1	1	1414	11.64	1	0.183	1	901010	5.3	0	0	0	0	0	1	4	198	0.25	0	5260
15.87945	1	1	15.879452	0	0.2135	0.154	-0.0105	0.114	1	0	0	1	1673	6	0	0	1	232845	5.79	0	0	0	0	0	0	1	0.75	0	0	1310
14.92603	1	1	14.926027	0	-0.256	-0.077	-0.357	-0.108	0	1	1	1	1368	2	1	0.0023	1	143309	2.9	1	1	0	0	0	3	16	4.25	0	0	5610
21.6	1	1	21.6	0	-0.146	-0.082	-0.357	-0.092	1	1	1	4	1550	1.09	1	0.194	1	120834	1.95	0	0	0	1	0	49	2500	167.75	38.25	12.33333	3100
11.76986	1	1	11.769863	0	0.1875	0.159	0.049	-0.005	1	0	0	2	1608	15.45	1	0.129	1	983538	5.19	1	0	0	0	0	1	4	320.75	0.25	0.6666667	6640
35.37534	1	1	35.375343	0	0.1875	0.159	0.049	-0.005	1	0	0	5	1608	54.32	0	0	1	9666	3.6	1	0	0	0	0	0	1	2.5	0	0	4100
12.88767	1	1	12.887671	0	-0.228	-0.075	-0.407	-0.125	1	1	1	1	1119	0	0	0	0	0	0	1	0	0	0	0	2	9	30.5	1.75	0	7300
36.19726	1	1	36.197262	0	-0.1815	-0.0095	-0.0805	-0.009	0	1	0	5	996	30	0	0	0	0	0	0	0	0	0	0	18	361	68.25	0.25	0	10200
218.2027	1	0	218.20274	0	-0.1815	-0.0095	-0.0805	-0.009	0	1	0	23	996	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	6	0	2	6400
34.09315	1	1	34.093151	0	-0.222	-0.058	-0.0805	-0.009	0	1	0	4	1043	192	1	0.0995	0	0	0	0	1	0	0	0	3	16	8	0.25	0	5400
19.33151	1	1	19.331507	0	-0.213	-0.058	-0.0805	-0.009	0	1	0	1	1029	0.1	1	0.0219	1	181077	3.4	0	0	0	0	0	10	121	7.5	0.25	0	3220
38.86028	1	1	38.860275	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	2	1055	0	0	0	0	0	0	1	1	0	0	0	2	9	35.25	0	0	7300
7.627397	1	1	7.6273971	0	-0.256	-0.077	-0.357	-0.108	0	1	1	6	1368	0.22	1	0.0579	1	123767	9.06	1	1	0	0	0	24	625	309.75	0.75	42.66667	6100
3.189041	1	1	3.1890411	0	0.1875	0.159	0.049	-0.005	1	0	0	13	1608	0.22	1	0.0579	1	123767	9.06	1	0	0	0	0	24	625	344.25	1.5	15	6100
15.32055	1	1	15.320548	0	0.1875	0.159	0.049	-0.005	1	0	0	47	1608	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	42.75	1.5	0.6666667	5500
36.9863	1	0	36.986301	0	0.1875	0.159	0.049	-0.005	1	0	0	1	1608	0.12	1	0.013	1	56869	6.17	0	0	0	0	0	1	4	12.75	1.5	0	3660
5.950685	1	1	5.950685	0	0.2135	0.154	-0.0105	0.114	1	0	0	7	1673	1.09	1	0.194	1	120834	1.95	0	0	0	1	0	49	2500	222.75	48.5	7.333333	3100
11.83562	1	1	11.835616	0	0.2135	0.154	-0.0105	0.114	1	0	0	4	1673	5	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	80600
20.58082	1	0	20.580822	0	0.2135	0.154	-0.0105	0.114	1	0	0	16	1708	32.63	1	0.1652	1	457587	3.25	0	0	0	0	0	2	9	13.5	0	0	5200
55.89041	1	1	55.890411	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	26	1055	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	46.75	0.5	4.333333	5500
35.96712	1	1	35.967125	0	-0.256	-0.077	-0.357	-0.108	0	1	1	38	1368	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	50.25	0.25	3	5500
21.0411	1	1	21.041096	0	-0.256	-0.077	-0.357	-0.108	0	1	1	8	1423	192	1	0.0995	0	0	0	0	0	0	0	0	3	16	28	2	0.6666667	5400
44.64658	1	1	44.646576	0	-0.1815	-0.0095	-0.0805	-0.009	0	1	0	6	996	30	0	0	0	0	0	0	0	0	0	0	18	361	68.25	0.25	0	10200
99.97808	1	1	99.978081	0	-0.228	-0.075	-0.407	-0.125	1	1	1	3	1119	1.3	1	0.15	1	134882	3.04	0	0	1	0	0	9	100	3.25	1	0	3800
77.42466	1	1	77.42466	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	2	1055	93.91	0	0	1	3879	1.9	1	0	0	0	0	29	900	1	0	7.333333	2100
96.52602	1	1	96.526024	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	3	1055	93.91	0	0	1	3879	1.9	1	0	0	0	0	29	900	1	0	7.333333	2100
14.03836	1	0	14.038356	0	-0.256	-0.077	-0.357	-0.108	0	1	1	14	1368	32.63	1	0.1652	1	457587	3.25	0	0	0	0	0	2	9	9	0	0.6666667	5200
48.03288	1	1	48.032875	0	-0.256	-0.077	-0.357	-0.108	0	1	1	17	1368	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	18	0	1.333333	6400
48.03288	1	1	48.032875	0	-0.256	-0.077	-0.357	-0.108	0	1	1	18	1368	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	18	0	1.333333	6400
11.96712	1	1	11.967123	0	0.2135	0.154	-0.0105	0.114	1	0	0	1	1708	0.02	1	0	1	37686	7.51	0	1	0	0	0	1	4	0	0	0	3810
7.364384	1	0	7.3643837	0	0.2135	0.154	-0.0105	0.114	1	0	0	1	1708	0.12	1	0.013	1	56869	6.17	0	1	0	0	0	1	4	18.75	2.75	0	3660
5.063014	1	0	5.0630136	0	0.2135	0.154	-0.0105	0.114	1	0	0	1	1708	0.06	1	0.0042	1	37686	7.51	0	1	0	0	0	11	144	85	2.75	0.6666667	3040
28.01096	1	1	28.01096	0	-0.256	-0.077	-0.357	-0.108	0	1	1	41	1423	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	58.5	0.5	1.333333	5500
6.049315	1	1	6.049315	0	0.2135	0.154	-0.0105	0.114	1	0	0	3	1708	128.48	1	0.0027	0	0	0	0	0	0	0	0	188	35721	131	8.25	4	1100
35.04657	1	1	35.046574	0	-0.256	-0.077	-0.357	-0.108	0	1	1	5	1423	1.43	0	0	1	181077	3.4	0	0	0	0	0	10	121	3.75	0	0	3230
20.51507	1	0	20.515068	0	-0.256	-0.077	-0.357	-0.108	0	1	1	3	1423	1.43	0	0	1	181077	3.4	0	0	0	0	0	10	121	3.75	0	0	3230
6.542466	1	1	6.5424657	0	-0.256	-0.077	-0.357	-0.108	0	1	1	3	1423	0	0	0	0	0	0	1	1	0	0	0	2	9	39.5	0.5	0	7300
22.88219	1	1	22.882193	0	-0.256	-0.077	-0.357	-0.108	0	1	1	4	1423	1.43	0	0	1	181077	3.4	0	0	0	0	0	10	121	3.75	0	0	3230
11.96712	1	1	11.967123	0	-0.147	-0.082	-0.357	-0.092	1	1	1	2	1414	166	0	0	0	0	0	1	1	0	0	0	6	49	19.25	0.25	0	6200
29.49041	1	1	29.490412	0	-0.147	-0.082	-0.357	-0.092	1	1	1	43	1414	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	54.5	0.5	0.6666667	5500
5.19452	1	1	5.1945205	0	0.1875	0.159	0.049	-0.005	1	0	0	6	1608	0.15	1	0.0146	1	20777	7.1	0	0	0	1	0	9	100	23.5	3.5	0	3700
6.016438	1	1	6.0164385	0	0.1875	0.159	0.049	-0.005	1	0	0	2	1608	0.01	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0	7750
11.30959	1	1	11.309589	0	0.1875	0.159	0.049	-0.005	1	0	0	3	1608	166	0	0	0	0	0	1	0	0	0	0	6	49	19.25	0.75	0	6200
14.36712	1	1	14.367124	0	0.1875	0.159	0.049	-0.005	1	0	0	51	1608	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	42.75	1.5	0.6666667	5500
52.07671	1	0	52.076714	0	0.1875	0.159	0.049	-0.005	1	0	0	16	1608	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	32.75	0.75	2.333333	6400
25.57808	1	1	25.578083	0	-0.141	-0.0095	-0.0805	-0.009	0	1	1	19	1041	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	5.5	0	2	6400
43.6274	1	1	43.627396	0	-0.141	-0.0095	-0.0805	-0.009	0	1	1	8	1041	15	1	0.0077	0	0	0	0	0	0	0	0	9	100	0.75	0	1	1300
35.21096	1	1	35.21096	0	-0.256	-0.077	-0.357	-0.108	0	1	1	2	1368	20	0	0	1	18429	8.8	0	0	0	0	0	12	169	3.5	0.25	0	10800
30.14795	1	1	30.147945	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	7	1062	81.82	1	2.78	1	491836	9.28	0	0	0	0	0	79	6400	134.25	12.5	6.666667	5300
22.09315	1	1	22.093151	0	-0.213	-0.058	-0.0805	-0.009	0	1	0	2	1029	11.34	0	0	0	0	0	1	0	0	1	0	0	1	1.5	0	0	6840
37.05206	1	1	37.052055	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	22	1062	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	55.5	0.75	3.666667	5500
29.81918	1	1	29.819178	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	3	1055	0.04	0	0	0	0	0	1	1	0	0	0	0	1	0.5	0	0	4140
23.50685	1	1	23.506849	0	-0.2265	-0.055	-0.3615	-0.092	0	1	1	1	1163	11.35	1	0.5955	1	143309	2.9	1	0	0	0	0	1	4	0.5	0	2.666667	5600
13.4137	1	1	13.413698	0	0.1875	0.159	0.049	-0.005	1	0	0	1	1608	0.01	1	0.0023	0	0	0	0	1	0	0	0	0	1	0	0	0	5605
44.05479	1	1	44.054794	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	2	1062	102.73	1	0.302	1	370015	8.25	1	0	0	0	0	1	4	7.75	0	0	6720
12.13151	1	1	12.131507	0	0.1875	0.159	0.049	-0.005	1	0	0	50	1608	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	42.75	1.5	0.6666667	5500
12.26301	1	1	12.263014	0	0.1875	0.159	0.049	-0.005	1	0	0	3	1608	5	0	0	0	0	0	0	0	0	0	0	1	4	1.5	0	0	80600
12.13151	1	1	12.131507	0	0.1875	0.159	0.049	-0.005	1	0	0	49	1608	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	42.75	1.5	0.6666667	5500
9.501369	1	0	9.5013695	0	0.2135	0.154	-0.0105	0.114	1	0	0	5	1673	0.15	1	0.0068	1	115577	7.89	0	1	0	0	0	13	196	9.5	3.75	0.3333333	3930
24.23014	1	1	24.230137	0	-0.179	-0.057	-0.3615	-0.087	0	1	1	3	1121	0.15	1	0.0146	1	20777	7.1	0	1	0	1	0	9	100	5	0.25	0	3700
50.30137	1	1	50.301369	0	-0.256	-0.077	-0.357	-0.108	0	1	1	5	1368	0.15	1	0.0146	1	20777	7.1	0	0	0	1	0	9	100	14.25	1	0	3700
10.48767	1	1	10.487671	0	-0.147	-0.082	-0.357	-0.092	1	1	1	9	1414	0.22	1	0.0579	1	123767	9.06	1	0	0	0	0	24	625	353.25	1.75	24	6100
23.37534	1	1	23.375343	0	-0.179	-0.057	-0.3615	-0.087	0	1	1	8	1053	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	14.75	0.5	0.6666667	6400
16.33973	1	1	16.339725	0	-0.256	-0.077	-0.357	-0.108	0	1	1	1	1368	15.45	1	0.129	1	983538	5.19	1	0	0	0	0	1	4	274	3.25	1.333333	6640
89.03014	1	0	89.030136	0	-0.222	-0.058	-0.0805	-0.009	0	1	0	2	1043	0.11	1	0.0219	1	120817	7.96	0	1	0	0	0	56	3249	117.75	10.25	0	3500
62.26849	1	1	62.268494	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	14	1055	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	12.5	0.5	1	6400
33.79726	1	1	33.79726	0	-0.2265	-0.055	-0.3615	-0.092	0	1	1	31	1163	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	39.5	0.25	4	5500
39.22192	1	1	39.221916	0	-0.265	-0.055	-0.3225	-0.092	0	1	1	1	1237	14.76	1	0.0884	1	116868	9.53	0	0	0	0	0	108	11881	137	8.5	11.66667	10100
7.956164	1	1	7.9561644	0	-0.256	-0.077	-0.357	-0.108	0	1	1	5	1368	0.11	1	0.0219	1	120817	7.96	0	1	0	0	0	56	3249	154.5	11	1	3500
14.99178	1	1	14.991781	0	0.1875	0.159	0.049	-0.005	1	0	0	21	1608	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	32.75	0.75	2.333333	6400
6.016438	1	1	6.0164385	0	0.1875	0.159	0.049	-0.005	1	0	0	10	1608	192	1	0.0995	0	0	0	0	0	0	0	0	3	16	17.5	2.5	0.3333333	5400
9.632876	1	1	9.6328764	0	-0.141	-0.0095	-0.0805	-0.009	0	1	1	1	1041	166	0	0	0	0	0	1	0	0	0	0	6	49	13	1.75	0	6200
13.01918	1	1	13.019178	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	2	1062	34.25	0	0	0	0	0	1	0	0	0	0	0	1	22.25	0	0	7100
3.517808	1	1	3.5178082	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	2	1055	0.22	1	0.0579	1	123767	9.06	1	1	0	0	0	24	625	113.75	0	15	6100
74.89315	1	1	74.89315	0	-0.179	-0.057	-0.3615	-0.087	0	1	1	5	1053	100.85	0	0	0	0	0	1	1	0	0	0	29	900	0.25	0	7	2200
5.490411	1	1	5.4904108	0	-0.265	-0.055	-0.3225	-0.092	0	1	1	1	1237	0.72	1	0.0275	1	70313	33.9	0	1	0	0	1	0	1	0.75	0.25	1	2500
7.068493	1	1	7.0684934	0	-0.256	-0.077	-0.357	-0.108	0	1	1	7	1423	0.22	1	0.0579	1	123767	9.06	1	1	0	0	0	24	625	338.75	1.5	32	6100
15.87945	1	1	15.879452	0	-0.147	-0.082	-0.357	-0.092	1	1	1	1	1414	0.58	1	0.387	1	133734	6.8	0	0	0	0	0	2	9	136.5	8.75	3.333333	3600
20.28493	1	1	20.284931	0	-0.228	-0.075	-0.407	-0.125	1	1	1	9	1119	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	38.25	0	2	5500
18.08219	1	1	18.082191	0	-0.179	-0.057	-0.3615	-0.087	0	1	1	7	1053	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	14.75	0.5	0.6666667	6400
53.2274	1	1	53.227398	0	-0.256	-0.077	-0.357	-0.108	0	1	1	4	1423	2	1	0.0023	1	143309	2.9	1	0	0	0	0	3	16	4.25	0	0	5610
19.43014	1	1	19.430138	0	0.2135	0.154	-0.0105	0.114	1	0	0	5	1673	100	0	0	0	0	0	0	0	0	0	0	1	4	37	0.75	0	10700
9.008219	1	1	9.0082188	0	0.2135	0.154	-0.0105	0.114	1	0	0	3	1708	0.04	1	0.02	1	15549	10.2	0	0	0	0	0	6	49	16.5	3	1	8400
12.65753	1	1	12.657535	0	-0.146	-0.082	-0.357	-0.092	1	1	1	5	1550	1.3	1	0.15	1	134882	3.04	0	0	1	0	0	9	100	56.75	9	0.6666667	3800
8.975343	1	1	8.9753428	0	0.1875	0.159	0.049	-0.005	1	0	0	3	1608	1.09	1	0.194	1	120834	1.95	0	0	0	1	0	49	2500	183	37.75	11	3100
15.05753	1	1	15.057534	0	0.1875	0.159	0.049	-0.005	1	0	0	6	1608	46.33	1	0.0203	1	599591	3.08	0	0	0	0	1	47	2304	95.75	5.75	1.333333	2300
34.35616	1	1	34.356163	0	-0.1815	-0.0095	-0.0805	-0.009	0	1	0	5	996	32.63	1	0.1652	1	457587	3.25	0	0	0	0	0	2	9	5	0	0	5200
7.10137	1	1	7.1013699	0	0.1875	0.159	0.049	-0.005	1	0	0	1	1608	159.48	0	0	1	1810	2.6	1	0	0	0	0	0	1	0	0	0	6825
2.761644	1	1	2.7616439	0	0.1875	0.159	0.049	-0.005	1	0	0	17	1608	0.22	1	0.0579	1	123767	9.06	1	0	0	0	0	24	625	324	1.25	11	6100
2.761644	1	1	2.7616439	0	0.1875	0.159	0.049	-0.005	1	0	0	18	1608	0.22	1	0.0579	1	123767	9.06	1	0	0	0	0	24	625	324	1.25	11	6100
13.15069	1	1	13.150685	0	0.2135	0.154	-0.0105	0.114	1	0	0	52	1673	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	45.5	3	0.6666667	5500
12.95342	1	0	12.953424	0	0.1875	0.159	0.049	-0.005	1	0	0	2	1608	29.6	1	0	1	222306	3.7	0	0	0	0	0	0	1	0	0	0	5240
25.51233	1	1	25.512329	0	0.1875	0.159	0.049	-0.005	1	0	0	2	1608	37.47	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	5050
7.693151	1	1	7.6931505	0	0.1875	0.159	0.049	-0.005	1	0	0	2	1608	14.76	1	0.0884	1	116868	9.53	0	0	0	0	0	108	11881	168.5	13.75	7.666667	10100
11.86849	1	1	11.868493	0	0.2135	0.154	-0.0105	0.114	1	0	0	1	1673	0.76	1	0.0203	1	17589	5.9	0	0	0	0	0	2	9	2.25	0	1.666667	8020
9.89589	1	1	9.8958902	0	0.2135	0.154	-0.0105	0.114	1	0	0	12	1796	192	1	0.0995	0	0	0	0	0	0	0	0	3	16	23	4	0	5400
14.4	1	1	14.4	0	0.1875	0.159	0.049	-0.005	1	0	0	1	1608	0.1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	8700
9.961644	1	0	9.9616442	0	0.2135	0.154	-0.0105	0.114	1	0	0	8	1708	1.09	1	0.194	1	120834	1.95	0	0	0	1	0	49	2500	267.75	47	6.666667	3100
195.1562	1	1	195.15616	0	-0.213	-0.058	-0.0805	-0.009	0	1	0	23	1029	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	52	0.75	2	5500
11.53973	1	0	11.539726	0	0.2135	0.154	-0.0105	0.114	1	0	0	53	1673	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	45.5	3	0.6666667	5500
8.054794	1	0	8.0547943	0	0.2135	0.154	-0.0105	0.114	1	0	0	2	1796	13.75	1	0.0203	1	153529	6.4	0	0	0	0	0	28	841	0.5	0	3.666667	8500
24.52603	1	1	24.526028	0	0.2135	0.154	-0.0105	0.114	1	0	0	25	1673	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	30	0.75	0.3333333	6400
24.52603	1	1	24.526028	0	0.2135	0.154	-0.0105	0.114	1	0	0	24	1673	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	30	0.75	0.3333333	6400
5.884932	1	0	5.8849316	0	0.2135	0.154	-0.0105	0.114	1	0	0	26	1796	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	25	0.75	0	6400
26.56438	1	0	26.564384	0	0.1875	0.159	0.049	-0.005	1	0	0	17	1608	0.22	1	0.0579	1	123767	9.06	1	0	0	0	0	24	625	324	1.25	11	6100
15.55068	1	0	15.550685	0	-0.147	-0.082	-0.357	-0.092	1	1	1	3	1414	128.48	1	0.0027	0	0	0	0	0	0	0	0	188	35721	98.75	2	6	1100
19.66027	1	0	19.660275	0	0.2135	0.154	-0.0105	0.114	1	0	0	3	1708	128.48	1	0.0027	0	0	0	0	0	0	0	0	188	35721	131	8.25	4	1100
57.53425	1	0	57.534248	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	1	1055	0.48	1	0.0443	1	85695	10.4	0	0	0	0	0	2	9	19.25	3.25	0.3333333	3300
15.05753	1	0	15.057534	0	0.2135	0.154	-0.0105	0.114	1	0	0	23	1796	0.22	1	0.0579	1	123767	9.06	1	0	0	0	0	24	625	324.5	2.75	11	6100
25.57808	1	0	25.578083	0	0.1875	0.159	0.049	-0.005	1	0	0	1	1608	159.48	0	0	1	1810	2.6	1	0	0	0	0	0	1	0	0	0	6825
15.58356	1	0	15.583562	0	-0.256	-0.077	-0.357	-0.108	0	1	1	1	1423	114.17	0	0	1	11344	2.7	0	0	1	0	0	0	1	0.25	0	0	8050
58.61918	1	0	58.619179	0	0.1875	0.159	0.049	-0.005	1	0	0	46	1608	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	45.75	0.5	0.3333333	5500
5.095891	1	0	5.0958905	0	0.2135	0.154	-0.0105	0.114	1	0	0	9	1796	0.11	1	0.0219	1	120817	7.96	0	0	0	0	0	56	3249	206.75	0.75	0.3333333	3500
10.22466	1	0	10.224657	0	0.2135	0.154	-0.0105	0.114	1	0	0	7	1796	100.85	0	0	0	0	0	1	0	0	0	0	29	900	2.5	0	4.666667	2200
1.446575	1	0	1.4465753	0	0.2135	0.154	-0.0105	0.114	1	0	0	1	1796	0.12	1	0.013	1	56869	6.17	0	1	0	0	0	1	4	23.25	3.75	0	3660
